name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Lay Your Head on Me,Lay Your Head on Me,Crush,2018-11-16,181256,0,0.547,0.82,0.547,0.341,0.0,0.115,-5.537,0.0297,82.109,4
Nonton Bioskop,Benyamin On Jazz (Tribute to the Legend),Various Artists,2012-04-26,252640,0,0.73,0.0414,0.73,0.663,4.45e-05,0.203,-6.531,0.028,105.06,4
Waves (feat. Simon Dominic & Jamie),Waves (feat. Simon Dominic & Jamie),KANGDANIEL,2020-07-27,164920,49,0.832,0.0854,0.832,0.829,1.64e-05,0.105,-3.461,0.0821,107.012,4
Caught in the Middle,IDK You Yet/Caught in the Middle,Alexander 23,2020-07-31,162322,0,0.712,0.737,0.712,0.394,9.14e-05,0.108,-8.313,0.0347,97.876,4
Pandangan Pertama,RAN For Your Life,RAN,2008-01-01,300693,0,0.663,0.039,0.663,0.769,1.1e-06,0.125,-5.028,0.0284,102.968,4
IF I,IF I,Wynn,2018-02-24,188003,1,0.44,0.836,0.44,0.503,0.000107,0.325,-8.984,0.0384,135.401,4
This Is America,This Is America,Childish Gambino,2018-05-06,225773,71,0.854,0.117,0.854,0.463,0.0,0.354,-6.159,0.137,120.024,4
Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,83,0.773,0.0422,0.773,0.758,0.0,0.305,-4.993,0.0381,144.033,4
Mine,COSMIC,Bazzi,2018-04-12,131064,77,0.71,0.0161,0.71,0.789,2.77e-06,0.451,-3.874,0.0722,142.929,4
Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,85,0.733,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,4
Believer,Evolve,Imagine Dragons,2017-06-23,204346,0,0.762,0.0537,0.762,0.787,0.0,0.126,-4.311,0.127,125.067,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,77,0.893,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,84,0.672,0.0362,0.672,0.655,0.0,0.117,-5.021,0.0311,134.945,4
God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,79,0.602,0.0233,0.602,0.658,6e-05,0.237,-5.934,0.0558,145.031,4
That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,89,0.853,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,88,0.444,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,4
Warriors,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-05-18,171040,76,0.365,0.0964,0.365,0.851,0.003,0.237,-6.238,0.0645,78.086,4
Thunder,Evolve,Imagine Dragons,2017-06-23,187146,88,0.605,0.00671,0.605,0.822,0.134,0.147,-4.833,0.0438,167.997,4
Radioactive,Night Visions,Imagine Dragons,2012-09-04,186813,84,0.448,0.106,0.448,0.784,0.000108,0.668,-3.686,0.0627,136.245,4
Counting Stars,Native,OneRepublic,2013-01-01,257265,88,0.664,0.0654,0.664,0.705,0.0,0.118,-4.972,0.0382,122.016,4
Demons,Night Visions,Imagine Dragons,2012-09-04,177506,87,0.505,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,4
Baby,My World 2.0,Justin Bieber,2010-01-01,214240,84,0.728,0.0401,0.728,0.859,0.0,0.111,-5.237,0.137,65.043,4
Somebody To Love,My World 2.0,Justin Bieber,2010-01-01,220920,73,0.714,0.00249,0.714,0.833,0.0,0.298,-5.239,0.0259,129.964,4
"thank u, next","thank u, next",Ariana Grande,2018-11-03,207333,22,0.724,0.28,0.724,0.647,0.0,0.102,-5.642,0.0658,106.96,4
Bitch Lasagna,Bitch Lasagna,Party in Backyard,2018-11-06,134416,0,0.795,0.0133,0.795,0.789,0.0,0.113,-5.21,0.259,149.961,4
Without Me,Without Me,Halsey,2018-10-04,201660,76,0.752,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,83,0.704,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,100.0,4
Old Town Road (feat. Billy Ray Cyrus) - Remix,Old Town Road,Lil Nas X,2019-04-05,157066,4,0.878,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,136.041,4
Panini,7 EP,Lil Nas X,2019-06-21,114893,61,0.703,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,153.848,4
Lalala,Lalala,Y2K,2019-06-28,160626,75,0.843,0.178,0.843,0.39,0.0,0.137,-7.899,0.0846,129.972,4
High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,82,0.579,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,82.014,4
Myself,COSMIC,Bazzi,2018-04-12,167552,67,0.745,0.465,0.745,0.561,1.12e-06,0.0338,-5.513,0.072,195.918,4
Tusa,Tusa,KAROL G,2019-11-07,200960,77,0.803,0.295,0.803,0.715,0.000134,0.0574,-3.28,0.298,101.085,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,89,0.734,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
Mama,Mama,Ella Eyre,2019-08-08,187927,47,0.696,0.0723,0.696,0.761,0.0,0.228,-5.227,0.172,129.935,4
Break Free,My Everything (Deluxe),Ariana Grande,2014-08-25,214840,78,0.687,0.0064,0.687,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4
All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,75,0.807,0.0573,0.807,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,4
Bang Bang,My Everything (Deluxe),Ariana Grande,2014-08-25,199320,62,0.703,0.283,0.703,0.747,0.0,0.396,-4.446,0.0895,149.974,4
7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,85,0.778,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,4
Rain On Me (with Ariana Grande),Chromatica,Lady Gaga,2020-05-29,182200,75,0.672,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,4
Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,84,0.696,0.00314,0.696,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,4
Poker Face,The Fame,Lady Gaga,2008-01-01,237200,83,0.851,0.118,0.851,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,4
Umbrella - Radio Edit,Umbrella,Rihanna,2007-03-29,257053,58,0.596,0.0115,0.596,0.823,0.0,0.0658,-4.586,0.134,174.056,4
Dark Horse,PRISM (Deluxe),Katy Perry,2013-10-18,215672,78,0.645,0.00314,0.645,0.585,0.0,0.165,-6.122,0.0513,131.931,4
Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,83,0.414,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,71.105,4
Don't Worry (with Ray Dalton) - Radio Edit,Don't Worry (feat. Ray Dalton),Madcon,2015-04-10,214789,72,0.811,0.0726,0.811,0.699,1.38e-06,0.148,-5.211,0.114,122.987,4
Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,196520,82,0.764,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,4
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,88,0.548,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4
Hey Ya!,Kiss R&B Digital Downloads,Various Artists,2006-10-30,236026,47,0.714,0.0672,0.714,0.946,0.000486,0.187,-4.779,0.0556,79.52,4
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,92,0.514,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
In Your Eyes,After Hours,The Weeknd,2020-03-20,237520,79,0.667,0.00285,0.667,0.719,8.1e-05,0.0736,-5.371,0.0346,100.021,4
Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,2012-01-01,219493,75,0.727,0.00417,0.727,0.937,0.0,0.091,-2.871,0.286,132.067,4
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,78,0.751,0.00379,0.751,0.783,0.0,0.036,-3.724,0.0859,119.975,4
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,203417,84,0.596,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,4
HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,154997,73,0.81,0.12,0.81,0.511,0.0,0.0832,-6.924,0.164,151.947,4
Rodeo,7 EP,Lil Nas X,2019-06-21,158706,66,0.706,0.139,0.706,0.679,6.98e-05,0.465,-5.614,0.0324,140.081,4
Say So,Hot Pink,Doja Cat,2019-11-07,237893,79,0.787,0.264,0.787,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,4
Cyber Sex,Hot Pink,Doja Cat,2019-11-07,165733,70,0.917,0.318,0.917,0.657,3.62e-06,0.0754,-5.716,0.0921,131.03,4
Streets,Hot Pink,Doja Cat,2019-11-07,226986,83,0.749,0.21,0.749,0.463,0.0382,0.338,-8.433,0.0842,90.035,4
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,21,0.586,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,2019-11-07,163173,76,0.879,0.239,0.879,0.498,0.0,0.0967,-6.027,0.18,106.044,4
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,137875,6,0.61,0.297,0.61,0.508,0.0,0.384,-6.682,0.152,178.818,4
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,78,0.762,0.235,0.762,0.701,0.000158,0.123,-3.541,0.0286,110.968,4
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,212000,80,0.736,0.0203,0.736,0.704,0.0,0.0501,-7.409,0.0615,149.995,4
Need to Know,Planet Her,Doja Cat,2021-06-25,210560,81,0.664,0.304,0.664,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
Woman,Planet Her,Doja Cat,2021-06-25,172626,86,0.824,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,4
GUY.exe,Future Friends,Superfruit,2017-09-15,222680,70,0.77,0.0305,0.77,0.732,0.0,0.157,-4.601,0.0508,110.011,4
Dinero,Dinero,Trinidad Cardona,2018-02-02,160880,70,0.708,0.00772,0.708,0.782,0.0,0.107,-4.687,0.0674,119.997,4
Cognac Queen,Tina Snow,Megan Thee Stallion,2018-12-21,222752,65,0.79,0.0593,0.79,0.709,0.0,0.0794,-5.806,0.224,131.079,4
Anaconda,The Pinkprint (International Deluxe Explicit),Nicki Minaj,2014-12-15,260239,69,0.964,0.0668,0.964,0.605,7.78e-06,0.214,-6.223,0.179,129.994,4
Enemy (with JID) - from the series Arcane League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,2021-10-28,173381,80,0.728,0.237,0.728,0.783,0.0,0.434,-4.424,0.266,77.011,4
Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,89,0.76,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,4
Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,85,0.647,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,4
Bad Blood,1989,Taylor Swift,2014-01-01,211933,79,0.652,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,4
Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,85,0.856,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4
Lean On (feat. MØ & DJ Snake),Peace Is The Mission,Major Lazer,2015-06-01,176561,64,0.723,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,4
Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,83,0.746,0.0152,0.746,0.754,0.0,0.0486,-6.684,0.0676,149.882,4
Lush Life,So Good,Zara Larsson,2017-03-17,201122,81,0.694,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,4
Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,85,0.578,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,4
Cheerleader (Felix Jaehn Remix) - Radio Edit,Me 4 U,OMI,2015-10-16,180565,80,0.782,0.166,0.782,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,89,0.734,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
GDFR (feat. Sage the Gemini & Lookas),My House,Flo Rida,2015-04-07,190185,72,0.657,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,88,0.444,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,4
Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia,2016-02-11,224813,68,0.592,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4
"Sit Still, Look Pretty","Sit Still, Look Pretty",Daya,2016-10-07,207761,75,0.846,0.286,0.846,0.734,8.27e-05,0.425,-3.601,0.108,90.98,4
Starving,Power Hits 2017,Various Artists,2017-09-01,181880,49,0.734,0.374,0.734,0.614,0.0,0.103,-4.219,0.0616,100.021,4
Side To Side,Dangerous Woman,Ariana Grande,2016-04-01,226160,78,0.65,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,4
"i hate u, i love u (feat. olivia o'brien)",us,gnash,2016-03-25,251033,80,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4
Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,83,0.774,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,4
Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,84,0.645,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
I Would Like,So Good,Zara Larsson,2017-03-17,226720,59,0.486,0.0853,0.486,0.713,0.0,0.0839,-3.949,0.0524,121.028,4
Rolex,Rolex,Ayo & Teo,2017-03-15,238586,72,0.804,0.0837,0.804,0.886,0.0,0.266,-2.512,0.04,144.946,4
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,88,0.825,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
Bad Things (with Camila Cabello),bloom,Machine Gun Kelly,2017-05-12,239293,74,0.697,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,251088,76,0.72,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,4
There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,88,0.866,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,4
Stay,Stay,Zedd,2017-02-23,210090,78,0.69,0.253,0.69,0.622,0.0,0.116,-5.025,0.0622,102.04,4
Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-03,193613,58,0.703,0.15,0.703,0.868,0.132,0.104,-4.661,0.0291,121.03,4
Strip That Down (feat. Quavo),LP1,Liam Payne,2019-12-06,202061,71,0.873,0.199,0.873,0.495,0.0,0.0805,-5.446,0.0518,106.033,4
Ain't My Fault,So Good,Zara Larsson,2017-03-17,224030,70,0.576,0.00778,0.576,0.782,0.0,0.285,-4.825,0.0296,141.153,4
No Lie,Mad Love The Prequel,Sean Paul,2018-06-29,221176,84,0.742,0.0466,0.742,0.882,0.0,0.206,-2.862,0.117,102.04,4
Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,81,0.624,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,4
Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-17,225520,66,0.572,0.00638,0.572,0.778,0.0,0.0563,-5.208,0.233,168.073,4
I Like Me Better,I met you when I was 18. (the playlist),Lauv,2018-05-31,197436,84,0.753,0.534,0.753,0.505,2.58e-06,0.104,-7.621,0.255,91.972,4
2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,83,0.697,0.0372,0.697,0.683,0.0,0.137,-2.881,0.117,96.133,4
The Middle,The Middle,Zedd,2018-01-23,184732,82,0.753,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,107.01,4
I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,79,0.816,0.099,0.816,0.726,0.0,0.372,-3.998,0.129,136.048,4
How Long,Voicenotes,Charlie Puth,2018-05-11,200853,77,0.845,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,222653,71,0.737,0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0.0437,105.005,4
Girls Like You (feat. Cardi B) - Cardi B Version,Red Pill Blues (Deluxe),Maroon 5,2018-06-15,235545,75,0.851,0.568,0.851,0.541,0.0,0.13,-6.825,0.0505,124.959,4
Wait,Red Pill Blues (Deluxe),Maroon 5,2018-06-15,190642,63,0.655,0.0959,0.655,0.603,0.0,0.107,-5.014,0.0555,126.088,4
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,212500,76,0.842,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4
Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,192120,81,0.73,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,4
FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,80,0.626,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,4
Starboy,Starboy,The Weeknd,2016-11-25,230453,93,0.679,0.141,0.679,0.587,6.35e-06,0.137,-7.015,0.276,186.003,4
One Dance,Views,Drake,2016-05-06,173986,89,0.792,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,86,0.609,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
Hello,25,Adele,2015-11-20,295502,76,0.578,0.33,0.578,0.43,0.0,0.0854,-6.134,0.0305,78.991,4
Panda,New English,Desiigner,2016-06-26,246761,71,0.576,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0.449,144.833,4
Pink + White,Blonde,Frank Ocean,2016-08-20,184516,91,0.545,0.667,0.545,0.545,5.48e-05,0.417,-7.362,0.107,159.94,3
Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia,2016-02-11,224813,68,0.592,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,88,0.444,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,4
Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,81,0.725,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
Let Me Love You,Encore,DJ Snake,2016-08-05,205946,86,0.649,0.0863,0.649,0.716,2.63e-05,0.135,-5.371,0.0349,99.988,4
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,85,0.654,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),Trolls,2016-09-23,237546,75,0.669,0.0106,0.669,0.832,0.0,0.0968,-5.721,0.0682,113.035,4
7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,86,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
Low Life (feat. The Weeknd),EVOL,Future,2016-04-13,313546,85,0.722,0.337,0.722,0.331,0.282,0.146,-7.789,0.0726,143.961,4
Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,85,0.765,0.223,0.765,0.356,0.0,0.0963,-5.556,0.195,96.991,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,85,0.732,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,4
Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,85,0.491,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4
This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,222160,85,0.631,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,4
Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,84,0.671,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,83,0.774,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,4
Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,82,0.681,0.837,0.681,0.174,3.35e-05,0.0983,-8.745,0.0315,112.672,4
In the Name of Love,In the Name of Love,Martin Garrix,2016-07-29,195706,82,0.501,0.109,0.501,0.519,0.0,0.454,-5.88,0.0409,133.99,4
Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,196520,82,0.764,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,4
Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,84,0.645,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016-05-06,197933,82,0.664,0.0353,0.664,0.714,8.42e-06,0.0843,-6.645,0.111,101.969,4
Adventure of a Lifetime,A Head Full of Dreams,Coldplay,2015-12-04,263786,82,0.638,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4
Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,82,0.525,0.107,0.525,0.433,0.0,0.135,-10.598,0.185,160.108,4
Faded,Different World,Alan Walker,2018-12-14,212106,82,0.468,0.0281,0.468,0.627,7.97e-06,0.11,-5.085,0.0476,179.642,4
Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,81,0.532,0.157,0.532,0.869,0.00508,0.136,-5.094,0.172,159.803,4
Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,81,0.696,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,4
Hotline Bling,Views,Drake,2016-05-06,267066,81,0.891,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4
My Way,My Way,Calvin Harris,2016-09-16,219159,80,0.818,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0.0426,119.986,4
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,202746,80,0.584,0.117,0.584,0.7,0.0,0.0939,-4.275,0.0456,124.944,4
This Girl (Kungs Vs. Cookin' On 3 Burners),Layers,Kungs,2016-11-04,195546,80,0.792,0.0927,0.792,0.717,3.59e-05,0.226,-4.759,0.0393,121.985,4
"i hate u, i love u (feat. olivia o'brien)",us,gnash,2016-03-25,251033,80,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4
White Iverson,Stoney (Deluxe),Post Malone,2016-12-09,256532,80,0.675,0.233,0.675,0.562,0.0,0.0816,-7.678,0.0352,130.098,4
Renegades,VHS,X Ambassadors,2015-06-30,195200,79,0.526,0.0144,0.526,0.862,0.0597,0.229,-6.003,0.0905,90.052,4
Ophelia,Cleopatra,The Lumineers,2016-04-08,160097,79,0.664,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,76.023,4
Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,79,0.803,0.103,0.803,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4
Perfect Strangers,Blue,Jonas Blue,2018-11-09,196613,79,0.73,0.39,0.73,0.861,0.0,0.213,-4.1,0.0451,117.965,4
"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,79,0.756,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,4
Say It,I Told You,Tory Lanez,2016-08-19,237786,79,0.546,0.0862,0.546,0.529,6.5e-06,0.124,-10.511,0.0583,107.331,4
My House,My House,Flo Rida,2015-04-07,192190,78,0.688,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,4
Stole the Show,Cloud Nine,Kygo,2016-05-13,223186,78,0.64,0.271,0.64,0.635,0.0,0.319,-7.565,0.226,100.034,4
NO,Thank You (Deluxe Version),Meghan Trainor,2017-05-12,213506,78,0.557,0.0124,0.557,0.803,1.61e-06,0.737,-3.599,0.213,92.134,4
Hear Me Now,Hear Me Now (feat. Zeeba),Alok,2016-10-21,194840,78,0.778,0.546,0.778,0.463,0.00289,0.0731,-7.603,0.0389,121.999,4
Middle,Encore,DJ Snake,2016-08-05,220573,77,0.583,0.0141,0.583,0.695,0.0,0.0527,-5.336,0.0423,104.879,4
Fast Car,Blue,Jonas Blue,2018-11-09,212424,78,0.672,0.469,0.672,0.578,0.0,0.312,-6.621,0.0569,113.945,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,2016-06-24,243490,77,0.502,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,169.021,4
Too Good,Views,Drake,2016-05-06,263373,77,0.794,0.0489,0.794,0.653,4.88e-05,0.1,-7.839,0.104,117.996,4
When We Were Young,25,Adele,2015-11-20,290900,76,0.376,0.303,0.376,0.595,0.0,0.095,-5.936,0.0496,144.361,4
Roses,Roses,The Chainsmokers,2015-06-16,226738,76,0.713,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4
Unsteady,VHS,X Ambassadors,2015-06-30,193546,76,0.389,0.178,0.389,0.665,0.000732,0.116,-6.169,0.0644,117.055,4
Never Forget You,So Good,Zara Larsson,2017-03-17,213427,75,0.583,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,4
I Know What You Did Last Summer,Handwritten,Shawn Mendes,2015-04-14,223853,75,0.687,0.102,0.687,0.761,0.0,0.147,-4.582,0.0876,113.939,4
Shout Out to My Ex,Glory Days (Expanded Edition),Little Mix,2016-11-18,246240,75,0.773,0.0242,0.773,0.747,8.99e-06,0.109,-4.061,0.0885,126.014,4
History,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,187426,75,0.655,0.0352,0.655,0.699,0.0,0.064,-4.421,0.0493,86.704,4
